study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
PRJEB14674	SAMEA4060822	ERX1584717	ERR1513690	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513690/ERR1513690.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513690/10567.EP0088201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/000/ERR1513690	
PRJEB14674	SAMEA4060825	ERX1584720	ERR1513693	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513693/ERR1513693.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513693/10567.EP0099201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/003/ERR1513693	
PRJEB14674	SAMEA4060827	ERX1584722	ERR1513695	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513695/ERR1513695.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513695/10567.EP0107201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/005/ERR1513695	
PRJEB14674	SAMEA4060835	ERX1584730	ERR1513703	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513703/ERR1513703.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513703/10567.EP0174201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/003/ERR1513703	
PRJEB14674	SAMEA4060837	ERX1584732	ERR1513705	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513705/ERR1513705.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513705/10567.EP0190201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/005/ERR1513705	
PRJEB14674	SAMEA4060838	ERX1584733	ERR1513706	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513706/ERR1513706.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513706/10567.EP0200201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/006/ERR1513706	
PRJEB14674	SAMEA4060842	ERX1584737	ERR1513710	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513710/ERR1513710.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513710/10567.EP0216201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/000/ERR1513710	
PRJEB14674	SAMEA4060843	ERX1584738	ERR1513711	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513711/ERR1513711.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513711/10567.EP0217201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/001/ERR1513711	
PRJEB14674	SAMEA4060845	ERX1584740	ERR1513713	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513713/ERR1513713.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513713/10567.EP0238201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/003/ERR1513713	
PRJEB14674	SAMEA4060849	ERX1584744	ERR1513717	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513717/ERR1513717.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513717/10567.FC0014201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/007/ERR1513717	
PRJEB14674	SAMEA4060850	ERX1584745	ERR1513718	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513718/ERR1513718.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513718/10567.FC0021201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/008/ERR1513718	
PRJEB14674	SAMEA4060851	ERX1584746	ERR1513719	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513719/ERR1513719.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513719/10567.FC0023201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/009/ERR1513719	
PRJEB14674	SAMEA4060855	ERX1584750	ERR1513723	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513723/ERR1513723.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513723/10567.FC0051201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/003/ERR1513723	
PRJEB14674	SAMEA4060857	ERX1584752	ERR1513725	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513725/ERR1513725.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513725/10567.FC0075201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/005/ERR1513725	
PRJEB14674	SAMEA4060864	ERX1584759	ERR1513732	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513732/ERR1513732.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513732/10567.FC0116201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/002/ERR1513732	
PRJEB14674	SAMEA4060868	ERX1584763	ERR1513736	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513736/ERR1513736.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513736/10567.FC0135201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/006/ERR1513736	
PRJEB14674	SAMEA4060869	ERX1584764	ERR1513737	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513737/ERR1513737.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513737/10567.FC0143201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/007/ERR1513737	
PRJEB14674	SAMEA4060870	ERX1584765	ERR1513738	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513738/ERR1513738.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513738/10567.FC0144201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/008/ERR1513738	
PRJEB14674	SAMEA4060872	ERX1584767	ERR1513740	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513740/ERR1513740.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513740/10567.FC0146201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/000/ERR1513740	
PRJEB14674	SAMEA4060873	ERX1584768	ERR1513741	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513741/ERR1513741.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513741/10567.FC0147201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/001/ERR1513741	
PRJEB14674	SAMEA4060875	ERX1584770	ERR1513743	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513743/ERR1513743.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513743/10567.FC0150201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/003/ERR1513743	
PRJEB14674	SAMEA4060877	ERX1584772	ERR1513745	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513745/ERR1513745.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513745/10567.FC0152201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/005/ERR1513745	
PRJEB14674	SAMEA4060878	ERX1584773	ERR1513746	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513746/ERR1513746.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513746/10567.FC0155201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/006/ERR1513746	
PRJEB14674	SAMEA4060879	ERX1584774	ERR1513747	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513747/ERR1513747.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513747/10567.FC0159201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/007/ERR1513747	
PRJEB14674	SAMEA4060880	ERX1584775	ERR1513748	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513748/ERR1513748.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513748/10567.FC0163201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/008/ERR1513748	
PRJEB14674	SAMEA4060882	ERX1584777	ERR1513750	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513750/ERR1513750.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513750/10567.FC0176201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/000/ERR1513750	
PRJEB14674	SAMEA4060883	ERX1584778	ERR1513751	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513751/ERR1513751.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513751/10567.FC0197201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/001/ERR1513751	
PRJEB14674	SAMEA4060887	ERX1584782	ERR1513755	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513755/ERR1513755.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513755/10567.FC0215201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/005/ERR1513755	
PRJEB14674	SAMEA4060888	ERX1584783	ERR1513756	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513756/ERR1513756.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513756/10567.FC0235201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/006/ERR1513756	
PRJEB14674	SAMEA4060889	ERX1584784	ERR1513757	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513757/ERR1513757.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513757/10567.FC0249201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/007/ERR1513757	
PRJEB14674	SAMEA4060890	ERX1584785	ERR1513758	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513758/ERR1513758.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513758/10567.FC0254201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/008/ERR1513758	
PRJEB14674	SAMEA4060891	ERX1584786	ERR1513759	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513759/ERR1513759.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513759/10567.FC0258201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/009/ERR1513759	
PRJEB14674	SAMEA4060897	ERX1584792	ERR1513765	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513765/ERR1513765.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513765/10567.FC0283201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/005/ERR1513765	
PRJEB14674	SAMEA4060900	ERX1584795	ERR1513768	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513768/ERR1513768.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513768/10567.FC0288201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/008/ERR1513768	
PRJEB14674	SAMEA4060902	ERX1584797	ERR1513770	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513770/ERR1513770.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513770/10567.FC0302201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/000/ERR1513770	
PRJEB14674	SAMEA4060906	ERX1584801	ERR1513774	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513774/ERR1513774.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513774/10567.FC0333201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/004/ERR1513774	
PRJEB14674	SAMEA4060908	ERX1584803	ERR1513776	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513776/ERR1513776.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513776/10567.FC0338201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/006/ERR1513776	
PRJEB14674	SAMEA4060909	ERX1584804	ERR1513777	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513777/ERR1513777.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513777/10567.FC0345201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/007/ERR1513777	
PRJEB14674	SAMEA4060910	ERX1584805	ERR1513778	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513778/ERR1513778.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513778/10567.FP0014201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/008/ERR1513778	
PRJEB14674	SAMEA4060912	ERX1584807	ERR1513780	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513780/ERR1513780.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513780/10567.FP0016201A.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/000/ERR1513780	
PRJEB14674	SAMEA4060915	ERX1584810	ERR1513783	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513783/ERR1513783.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513783/10567.FP0031201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/003/ERR1513783	
PRJEB14674	SAMEA4060918	ERX1584813	ERR1513786	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513786/ERR1513786.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513786/10567.FP0048201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/006/ERR1513786	
PRJEB14674	SAMEA4060919	ERX1584814	ERR1513787	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513787/ERR1513787.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513787/10567.FP0052201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/007/ERR1513787	
PRJEB14674	SAMEA4060920	ERX1584815	ERR1513788	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513788/ERR1513788.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513788/10567.FP0055201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/008/ERR1513788	
PRJEB14674	SAMEA4060928	ERX1584823	ERR1513796	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513796/ERR1513796.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513796/10567.FP0098201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/006/ERR1513796	
PRJEB14674	SAMEA4060929	ERX1584824	ERR1513797	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513797/ERR1513797.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513797/10567.FP0101201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/007/ERR1513797	
PRJEB14674	SAMEA4060935	ERX1584830	ERR1513803	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513803/ERR1513803.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513803/10567.FP0133201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/003/ERR1513803	
PRJEB14674	SAMEA4060936	ERX1584831	ERR1513804	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513804/ERR1513804.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513804/10567.FP0136201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/004/ERR1513804	
PRJEB14674	SAMEA4060939	ERX1584834	ERR1513807	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513807/ERR1513807.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513807/10567.FP0158201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/007/ERR1513807	
PRJEB14674	SAMEA4060940	ERX1584835	ERR1513808	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513808/ERR1513808.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513808/10567.FP0175201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/008/ERR1513808	
PRJEB14674	SAMEA4060941	ERX1584836	ERR1513809	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513809/ERR1513809.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513809/10567.FP0193201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/009/ERR1513809	
PRJEB14674	SAMEA4060948	ERX1584843	ERR1513816	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513816/ERR1513816.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513816/10567.FP0217201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/006/ERR1513816	
PRJEB14674	SAMEA4060949	ERX1584844	ERR1513817	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513817/ERR1513817.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513817/10567.FP0223201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/007/ERR1513817	
PRJEB14674	SAMEA4060950	ERX1584845	ERR1513818	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513818/ERR1513818.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513818/10567.FP0225201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/008/ERR1513818	
PRJEB14674	SAMEA4060951	ERX1584846	ERR1513819	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513819/ERR1513819.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513819/10567.FP0227201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/009/ERR1513819	
PRJEB14674	SAMEA4060952	ERX1584847	ERR1513820	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513820/ERR1513820.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513820/10567.FP0234201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/000/ERR1513820	
PRJEB14674	SAMEA4060957	ERX1584852	ERR1513825	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513825/ERR1513825.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513825/10567.FP0254201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/005/ERR1513825	
PRJEB14674	SAMEA4060958	ERX1584853	ERR1513826	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513826/ERR1513826.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513826/10567.FP0259201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/006/ERR1513826	
PRJEB14674	SAMEA4060960	ERX1584855	ERR1513828	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513828/ERR1513828.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513828/10567.FP0288201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/008/ERR1513828	
PRJEB14674	SAMEA4060963	ERX1584858	ERR1513831	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513831/ERR1513831.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513831/10567.FP0308201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/001/ERR1513831	
PRJEB14674	SAMEA4060966	ERX1584861	ERR1513834	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513834/ERR1513834.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513834/10567.FP0315201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/004/ERR1513834	
PRJEB14674	SAMEA4060967	ERX1584862	ERR1513835	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513835/ERR1513835.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513835/10567.FP0316201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/005/ERR1513835	
PRJEB14674	SAMEA4060969	ERX1584864	ERR1513837	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513837/ERR1513837.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513837/10567.FP0332201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/007/ERR1513837	
PRJEB14674	SAMEA4060975	ERX1584870	ERR1513843	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513843/ERR1513843.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR151/ERR1513843/10567.FP0384201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR151/003/ERR1513843	
