study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
PRJEB30615	SAMEA5206860	ERX3119981	ERR3046391	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/001/ERR3046391/ERR3046391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/001/ERR3046391/ERR3046391_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046391/IfmP07_S73_L001_R1_Run1.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046391/IfmP07_S73_L001_R2_Run1.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/001/ERR3046391	
PRJEB30615	SAMEA5206865	ERX3119986	ERR3046396	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/006/ERR3046396/ERR3046396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/006/ERR3046396/ERR3046396_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046396/IfmP12_S38_L001_R1_Run1.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046396/IfmP12_S38_L001_R2_Run1.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/006/ERR3046396	
PRJEB30615	SAMEA5206867	ERX3119988	ERR3046398	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/008/ERR3046398/ERR3046398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/008/ERR3046398/ERR3046398_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046398/IfmP14_S62_L001_R1_Run1.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046398/IfmP14_S62_L001_R2_Run1.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/008/ERR3046398	
PRJEB30615	SAMEA5206874	ERX3119995	ERR3046405	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/005/ERR3046405/ERR3046405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/005/ERR3046405/ERR3046405_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046405/IfmP21_S51_L001_R1_Run1.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046405/IfmP21_S51_L001_R2_Run1.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/005/ERR3046405	
PRJEB30615	SAMEA5206876	ERX3119997	ERR3046407	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/007/ERR3046407/ERR3046407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/007/ERR3046407/ERR3046407_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046407/IfmP23_S75_L001_R1_Run1.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046407/IfmP23_S75_L001_R2_Run1.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/007/ERR3046407	
PRJEB30615	SAMEA5206877	ERX3119998	ERR3046408	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/008/ERR3046408/ERR3046408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/008/ERR3046408/ERR3046408_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046408/IfmP24_S87_L001_R1_Run1.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046408/IfmP24_S87_L001_R2_Run1.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/008/ERR3046408	
PRJEB30615	SAMEA5206880	ERX3120001	ERR3046411	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/001/ERR3046411/ERR3046411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/001/ERR3046411/ERR3046411_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046411/IfmP27_S28_L001_R1_Run1.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046411/IfmP27_S28_L001_R2_Run1.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/001/ERR3046411	
PRJEB30615	SAMEA5206882	ERX3120003	ERR3046413	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/003/ERR3046413/ERR3046413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/003/ERR3046413/ERR3046413_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046413/IfmP29_S82_L001_R1_Run1.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046413/IfmP29_S82_L001_R2_Run1.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/003/ERR3046413	
PRJEB30615	SAMEA5206884	ERX3120005	ERR3046415	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/005/ERR3046415/ERR3046415_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/005/ERR3046415/ERR3046415_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046415/IfmP31_S94_L001_R1_Run1.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046415/IfmP31_S94_L001_R2_Run1.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/005/ERR3046415	
PRJEB30615	SAMEA5206889	ERX3120010	ERR3046420	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/000/ERR3046420/ERR3046420_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/000/ERR3046420/ERR3046420_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046420/IfmP36_S41_L001_R1_Run1.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046420/IfmP36_S41_L001_R2_Run1.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/000/ERR3046420	
PRJEB30615	SAMEA5206890	ERX3120011	ERR3046421	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/001/ERR3046421/ERR3046421_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/001/ERR3046421/ERR3046421_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046421/IfmP37_S53_L001_R1_Run1.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046421/IfmP37_S53_L001_R2_Run1.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/001/ERR3046421	
PRJEB30615	SAMEA5206893	ERX3120014	ERR3046424	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/004/ERR3046424/ERR3046424_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/004/ERR3046424/ERR3046424_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046424/IfmK39_S77_L001_R1_Run1.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046424/IfmK39_S77_L001_R2_Run1.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/004/ERR3046424	
PRJEB30615	SAMEA5206894	ERX3120015	ERR3046425	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/005/ERR3046425/ERR3046425_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/005/ERR3046425/ERR3046425_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046425/IfmK40_S89_L001_R1_Run1.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046425/IfmK40_S89_L001_R2_Run1.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/005/ERR3046425	
PRJEB30615	SAMEA5206895	ERX3120016	ERR3046426	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/006/ERR3046426/ERR3046426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/006/ERR3046426/ERR3046426_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046426/IfmK41_S6_L001_R1_Run1.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046426/IfmK41_S6_L001_R2_Run1.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/006/ERR3046426	
PRJEB30615	SAMEA5206899	ERX3120020	ERR3046430	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/000/ERR3046430/ERR3046430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/000/ERR3046430/ERR3046430_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046430/IfmK45_S54_L001_R1_Run1.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046430/IfmK45_S54_L001_R2_Run1.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/000/ERR3046430	
PRJEB30615	SAMEA5206900	ERX3120021	ERR3046431	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/001/ERR3046431/ERR3046431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/001/ERR3046431/ERR3046431_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046431/IfmK46_S66_L001_R1_Run1.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046431/IfmK46_S66_L001_R2_Run1.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/001/ERR3046431	
PRJEB30615	SAMEA5206903	ERX3120024	ERR3046434	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/004/ERR3046434/ERR3046434_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/004/ERR3046434/ERR3046434_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046434/IfmK49_S7_L001_R1_Run1.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046434/IfmK49_S7_L001_R2_Run1.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/004/ERR3046434	
PRJEB30615	SAMEA5206909	ERX3120030	ERR3046440	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/000/ERR3046440/ERR3046440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/000/ERR3046440/ERR3046440_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046440/IfmK55_S48_L001_R1_Run1.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046440/IfmK55_S48_L001_R2_Run1.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/000/ERR3046440	
PRJEB30615	SAMEA5206910	ERX3120031	ERR3046441	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/001/ERR3046441/ERR3046441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/001/ERR3046441/ERR3046441_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046441/IfmK56_S91_L001_R1_Run1.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046441/IfmK56_S91_L001_R2_Run1.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/001/ERR3046441	
PRJEB30615	SAMEA5206911	ERX3120032	ERR3046442	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/002/ERR3046442/ERR3046442_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/002/ERR3046442/ERR3046442_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046442/IfmK57_S60_L001_R1_Run1.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046442/IfmK57_S60_L001_R2_Run1.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/002/ERR3046442	
PRJEB30615	SAMEA5206912	ERX3120033	ERR3046443	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/003/ERR3046443/ERR3046443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/003/ERR3046443/ERR3046443_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046443/IfmK58_S20_L001_R1_Run1.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046443/IfmK58_S20_L001_R2_Run1.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/003/ERR3046443	
PRJEB30615	SAMEA5206914	ERX3120035	ERR3046445	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/005/ERR3046445/ERR3046445_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/005/ERR3046445/ERR3046445_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046445/IfmK60_S44_L001_R1_Run1.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046445/IfmK60_S44_L001_R2_Run1.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/005/ERR3046445	
PRJEB30615	SAMEA5206915	ERX3120036	ERR3046446	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/006/ERR3046446/ERR3046446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/006/ERR3046446/ERR3046446_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046446/IfmK61_S84_L001_R1_Run1.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046446/IfmK61_S84_L001_R2_Run1.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/006/ERR3046446	
PRJEB30615	SAMEA5206916	ERX3120037	ERR3046447	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/007/ERR3046447/ERR3046447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/007/ERR3046447/ERR3046447_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046447/IfmK62_S68_L001_R1_Run1.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046447/IfmK62_S68_L001_R2_Run1.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/007/ERR3046447	
PRJEB30615	SAMEA5206919	ERX3120039	ERR3046449	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/009/ERR3046449/ERR3046449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/009/ERR3046449/ERR3046449_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046449/IfmP01_S1_L001_R1_Run2.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046449/IfmP01_S1_L001_R2_Run2.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/009/ERR3046449	
PRJEB30615	SAMEA5206929	ERX3120049	ERR3046459	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/009/ERR3046459/ERR3046459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/009/ERR3046459/ERR3046459_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046459/IfmP11_S26_L001_R1_Run2.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046459/IfmP11_S26_L001_R2_Run2.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/009/ERR3046459	
PRJEB30615	SAMEA5206930	ERX3120050	ERR3046460	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/000/ERR3046460/ERR3046460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/000/ERR3046460/ERR3046460_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046460/IfmP12_S38_L001_R1_Run2.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046460/IfmP12_S38_L001_R2_Run2.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/000/ERR3046460	
PRJEB30615	SAMEA5206931	ERX3120051	ERR3046461	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/001/ERR3046461/ERR3046461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/001/ERR3046461/ERR3046461_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046461/IfmP13_S81_L001_R1_Run2.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046461/IfmP13_S81_L001_R2_Run2.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/001/ERR3046461	
PRJEB30615	SAMEA5206932	ERX3120052	ERR3046462	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/002/ERR3046462/ERR3046462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/002/ERR3046462/ERR3046462_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046462/IfmP14_S62_L001_R1_Run2.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046462/IfmP14_S62_L001_R2_Run2.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/002/ERR3046462	
PRJEB30615	SAMEA5206933	ERX3120053	ERR3046463	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/003/ERR3046463/ERR3046463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/003/ERR3046463/ERR3046463_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046463/IfmP15_S74_L001_R1_Run2.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046463/IfmP15_S74_L001_R2_Run2.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/003/ERR3046463	
PRJEB30615	SAMEA5206937	ERX3120057	ERR3046467	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/007/ERR3046467/ERR3046467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/007/ERR3046467/ERR3046467_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046467/IfmP19_S22_L001_R1_Run2.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046467/IfmP19_S22_L001_R2_Run2.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/007/ERR3046467	
PRJEB30615	SAMEA5206938	ERX3120058	ERR3046468	1861841	feces metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/008/ERR3046468/ERR3046468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR304/008/ERR3046468/ERR3046468_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046468/IfmP20_S39_L001_R1_Run2.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046468/IfmP20_S39_L001_R2_Run2.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR304/008/ERR3046468	
